path,source_type,original_category,prior_action,action,reason
REVIEW_PACKAGE_ITERATION4_FINAL_V2/03_MIGRATIONS/022_outgoing_mail_integrity.sql,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/03_MIGRATIONS/023_mail_pacing.sql,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/03_MIGRATIONS/024_deliverability.sql,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/04_TESTS/test_mail_deliverability.py,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/04_TESTS/test_mail_integration.py,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/04_TESTS/test_mail_integrity.py,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/04_TESTS/test_mail_pacing.py,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/App.tsx,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/components/Composer.tsx,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/components/RequestPage.tsx,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/lib/api.ts,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/lib/campaign.ts,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/lib/types.ts,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/pages/CampaignPage.tsx,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/src/useRequestState.ts,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/05_FRONTEND/tests/campaign-ui.spec.ts,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/FILE_MANIFEST.md,project_owned_untracked,CURRENT_DOC,KEEP,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
REVIEW_PACKAGE_ITERATION4_FINAL_V2/FINAL_REVIEW_SUMMARY.md,project_owned_untracked,CURRENT_DOC,KEEP,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
run_probe.py,project_owned_untracked,UNKNOWN,UNKNOWN,UNKNOWN_REVIEW,No current runtime or documentation owner was proven; retained locally for a separate owner decision.
scripts/bootstrap_supplydesk.ps1,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/cross_provider_retry_preview.py,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/doctor.ps1,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/process_request_step.py,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/reconcile_verified_mailru_event.py,project_owned_untracked,RUNTIME,KEEP,LOCAL_ONLY,Contains live recipient/message identity and a database write mode; parameterization is deferred.
scripts/recover_supplydesk.ps1,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/runtime_status.py,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/supplier_identity_audit.py,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
scripts/verify_enrichment_live.py,project_owned_untracked,RUNTIME,KEEP,TRACK_TOOLING,Current operator tool referenced by canonical docs; explicit mode or read-only behavior reviewed; dangerous actions remain opt-in.
SMTP_EVIDENCE_CONTROLLED_LIVE_BEFORE.md,project_owned_untracked,CURRENT_DOC,KEEP,LOCAL_ONLY,Mail evidence or secret-related material is present; raw user/mail data is not added to the canonical baseline.
SMTP_EVIDENCE_CONTROLLED_LIVE_REPORT.md,project_owned_untracked,HISTORICAL_DOC,ARCHIVE_CANDIDATE,LOCAL_ONLY,Mail evidence or secret-related material is present; raw user/mail data is not added to the canonical baseline.
STAGE2_CONTROLLED_LIVE_AFTER.md,project_owned_untracked,CURRENT_DOC,KEEP,LOCAL_ONLY,Mail evidence or secret-related material is present; raw user/mail data is not added to the canonical baseline.
STAGE2_CONTROLLED_LIVE_BEFORE.md,project_owned_untracked,CURRENT_DOC,KEEP,LOCAL_ONLY,Mail evidence or secret-related material is present; raw user/mail data is not added to the canonical baseline.
STAGE2_LIVE_RESUME_BEFORE.md,project_owned_untracked,CURRENT_DOC,KEEP,LOCAL_ONLY,Mail evidence or secret-related material is present; raw user/mail data is not added to the canonical baseline.
STAGE2_OPERATOR_HOLD_READY.md,project_owned_untracked,CURRENT_DOC,KEEP,TRACK_DOCUMENTATION,Current task/evidence document with no detected email or secret value; preserved as project documentation.
supplier_source_tests/out/latest_summary.md,project_owned_untracked,TEST,KEEP,GENERATED,"Generated external lookup output, not a test source of truth."
supplier_source_tests/README.md,project_owned_untracked,TEST,KEEP,TRACK_TEST,Current read-only supplier-source test code/documentation; no credentials or captured output.
supplier_source_tests/run_probe.py,project_owned_untracked,TEST,KEEP,TRACK_TEST,Current read-only supplier-source test code/documentation; no credentials or captured output.
supplier_source_tests/SOURCE_MATRIX.md,project_owned_untracked,TEST,KEEP,TRACK_TEST,Current read-only supplier-source test code/documentation; no credentials or captured output.
supplier_source_tests/sources.py,project_owned_untracked,TEST,KEEP,TRACK_TEST,Current read-only supplier-source test code/documentation; no credentials or captured output.
SUPPLYDESK_ITERATION4_REVIEW_FINAL.zip,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
SUPPLYDESK_P0_PACING_REVIEW.zip,project_owned_untracked,UNKNOWN,UNKNOWN,ARCHIVE_LATER,Historical/review/backup copy; current counterparts or frozen snapshot provide recovery evidence; not a runtime path.
